3 10 24 1 60
1 0.1
39.68005 -75.75085 r UDel Evans Hall
42.71406 -76.82607 m Seneca 0.0
46.80756 -67.92714 w Caribou 13797.20
41.25331 -69.97552 x Nantucket 26969.93
34.06279 -77.97299 y Carolina Beach 42221.65
39.85209 -87.48671 z Dana 57162.06
